#,English Name,Cost IQD,Chinese Name,Platform,Offline Price IQD,English Support,Cover URL,Store Link,NSUID,Publisher,Languages,Matched Title,Source
1406,Petit Island,1496,佩蒂特小岛,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Petit-Island-2686572.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, portuguese, spanish",Petit Island,EU
1407,Towa and the Guardians of the Sacred Tree,1496,永久与神树,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Towa-and-the-Guardians-of-the-Sacred-Tree-2851451.html,,,"chinese, english, french, german, italian, japanese, korean, spanish",Towa and the Guardians of the Sacred Tree,EU
1408,Touhou: Artificial Dream in Arcadia,1496,东方人造梦,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Touhou-Artificial-Dream-in-Arcadia-2867121.html,,,"chinese, english, japanese, korean, russian, spanish",Touhou Artificial Dream in Arcadia,EU
1409,Kindaichi Mystery Series: The Honjin Murders,1496,金田一耕助,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Kindaichi-Mystery-Series-The-Honjin-Murders-2810285.html,,,"chinese, english, japanese",Kindaichi Mystery Series: The Honjin Murders,EU
1410,Anvil Saga,1496,铁匠铺传,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Anvil-Saga-2848003.html,,,"chinese, english, japanese, korean, russian",Anvil Saga,EU
1411,ENDER MAGNOLIA: Bloom in the Mist,1496,终焉之玛格,Nintendo Switch,7000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/ENDER-MAGNOLIA-Bloom-in-the-Mist-2724189.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",ENDER MAGNOLIA: Bloom in the Mist,EU
1412,A Wild Last Boss Appeared!,1496,野生的大Boss,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/A-Wild-Last-Boss-Appeared-Black-Winged-Survivor--2928990.html,,,"chinese, english, japanese",A Wild Last Boss Appeared! ~Black-Winged Survivor~,EU
1413,The DioField Chronicle,1496,神领编年史,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_TheDioFieldChronicles_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/The-DioField-Chronicle-2249292.html,,,"chinese, english, french, german, japanese",The DioField Chronicle,EU
1414,Everafter Falls,1496,永瀑镇,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Everafter-Falls-2585641.html,,,"english, french, japanese, spanish",Everafter Falls,EU
1415,Afterimage,1496,心渊梦境,Nintendo Switch,7000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Afterimage-2378310.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Afterimage,EU
1416,Strange Horticulture,1496,奇异园艺,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_StrangeHorticulture_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Strange-Horticulture-2236591.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Strange Horticulture,EU
1417,Yohane the Parhelion: BLAZE in the DEEPBLUE,1496,幻日夜羽,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/YOHANE-THE-PARHELION-BLAZE-in-the-DEEPBLUE-2475611.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, spanish",YOHANE THE PARHELION -BLAZE in the DEEPBLUE-,EU
1418,Bye Sweet Carole,1496,再见 甜心卡罗,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Bye-Sweet-Carole-2902073.html,,,"english, french, german, italian, portuguese, spanish",Bye Sweet Carole,EU
1419,Blaze Union: Story to Reach the Future,1496,烈焰同盟,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Paper-Ghost-Stories-Third-Eye-Open-2647711.html,,,"chinese, english, japanese",Paper Ghost Stories: Third Eye Open,EU
1420,Legend of Mana,1496,圣剑传说4,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_LegendOfMana_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Legend-of-Mana-1923518.html,,,"chinese, english, french, german, japanese, korean, spanish",Legend of Mana,EU
1421,Storm Lancers,1496,风暴骑士,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Storm-Lancers-2913149.html,,,"english, french, german, italian, portuguese, spanish",Storm Lancers,EU
1422,The Survivalists,1496,岛屿生存者,Nintendo Switch,5000,نعم,,https://store.nintendo.com.hk/70010000032628,70010000032628,Team17,中文,The Survivalists,HK
1423,Yggdra Union: We'll Never Fight Alone,1496,光辉同盟,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/YGGDRA-UNION-WE-LL-NEVER-FIGHT-ALONE--2417754.html,,,"english, japanese",YGGDRA UNION ~WE'LL NEVER FIGHT ALONE~,EU
1424,Curious Expedition 2,1496,奇妙探险队2,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_CuriousExpedition2_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Curious-Expedition-2-2018247.html,,,"chinese, english, french, german, japanese, korean, russian, spanish",Curious Expedition 2,EU
1425,Cat God Ranch,1496,猫神牧场,Nintendo Switch 2,5000,لا — يابانية/صينية,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Cat-God-Ranch-2934295.html,,,"chinese, english, french, german, japanese, korean, portuguese, russian, spanish",Cat God Ranch,EU
1426,Hashihime of the Old Book Town,1496,旧书店街的桥姬 [6:01],Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_HashihimeOfTheOldBookTownAppend_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Hashihime-of-the-Old-Book-Town-append-2064089.html,,,"chinese, english, japanese",Hashihime of the Old Book Town append,EU
1427,Oyaoya? Ooyasan!,1496,哎呀哎呀,Nintendo Switch 2,5000,لا — يابانية/صينية,,,,,,,
1428,Restaurant Tycoon: My Cooking Empire,1496,餐厅大亨,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Restaurant-Tycoon-My-Cooking-Empire-2718749.html,,,"chinese, english, french, german, italian, japanese, korean, spanish",Restaurant Tycoon: My Cooking Empire,EU
1429,Puzzle Bobble Everybubble!,1496,益智泡泡龙,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Puzzle-Bobble-Everybubble--2345140.html,,,"chinese, english, french, german, italian, japanese, korean, spanish",Puzzle Bobble Everybubble!,EU
1430,Hunter X: Code Name T,1496,猎人X 代号T,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/HunterX-code-name-T-2515792.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",HunterX: code name T,EU
1431,Seer's Gambit,1496,先知的赌局,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Seer-s-Gambit-2897126.html,,,"chinese, english, japanese, korean",Seer's Gambit,EU
1432,A Juggler's Tale,1496,提线木偶,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_AJugglersTale_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/A-Juggler-s-Tale-2039377.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",A Juggler's Tale,EU
1433,Fantasian Neo Dimension,1496,幻想曲 新次元,Nintendo Switch,7000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/FANTASIAN-Neo-Dimension-2664947.html,,,"english, japanese",FANTASIAN Neo Dimension,EU
1434,Harvest Days: My Dream Farm,1496,收获日,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Harvest-Days-2606079.html,,,"chinese, english, french, german, japanese, spanish",Harvest Days,EU
1435,Neva,1496,涅瓦,Nintendo Switch,7000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Neva-2666291.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Neva,EU
1436,Moonstone Island,1496,月光石岛,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Moonstone-Island-2478996.html,,,"chinese, english, french, german, japanese, portuguese, spanish",Moonstone Island,EU
1437,Fate: Reawakened,1496,暗黑史诗 重制,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/FATE-Reawakened-2756402.html,,,"chinese, english, french, german, japanese, korean, spanish",FATE: Reawakened,EU
1438,Cattle Country,1496,荒野大农夫,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Cattle-Country-2813345.html,,,"chinese, english, french, german, japanese",Cattle Country,EU
1439,The Legend of Legacy HD Remastered,1496,遗迹传说 HD,Nintendo Switch,7000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/The-Legend-of-Legacy-HD-Remastered-2516747.html,,,english,The Legend of Legacy HD Remastered,EU
1440,Vaska: Legends of the Dream Blade,1496,百剑讨妖传,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Yasha-Legends-of-the-Demon-Blade-2810558.html,,,"english, french, german, italian, japanese, korean, portuguese, spanish",Yasha: Legends of the Demon Blade,EU
1441,Botworld Odyssey,1496,机器人世界,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Botworld-Odyssey-2643759.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, spanish",Botworld Odyssey,EU
1442,Theatrhythm Final Bar Line,1496,最终幻想 节奏剧场,Nintendo Switch,7000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_TheatrhythmFinalBarLine_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/THEATRHYTHM-FINAL-BAR-LINE-2265241.html,,,"english, french, german, italian, japanese, spanish",THEATRHYTHM FINAL BAR LINE,EU
1443,Moonshine Inc.,1496,私酿酒公司,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Moonshine-Inc-2604087.html,,,"chinese, english, german, japanese, russian",Moonshine Inc.,EU
1444,Lumine Night,1496,光夜,Nintendo Switch 2,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_LuminesRemastered_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/LUMINES-REMASTERED-1394468.html,,,"english, french, german, italian, japanese, spanish",LUMINES REMASTERED,EU
1445,Concealed,1496,潜入,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Concealed-2969569.html,,,"chinese, english, japanese, korean",Concealed,EU
1446,Farming Simulator Kids,1496,农场模拟儿童版,Nintendo Switch,7000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Farming-Simulator-Kids-2528942.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Farming Simulator Kids,EU
1447,Baldo: The Guardian Owls,1496,巴尔多 猫头鹰,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_BaldoTheGuardianOwls_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Baldo-The-guardian-owls-1742908.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Baldo The guardian owls,EU
1448,Atelier Marie Remake: The Alchemist of Salburg,1496,玛丽的炼金工房 Remake,Nintendo Switch,8000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Atelier-Marie-Remake-The-Alchemist-of-Salburg-2374566.html,,,"chinese, english, korean",Atelier Marie Remake: The Alchemist of Salburg,EU
1449,Winter Burrow,1496,寒冬暖窝,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Winter-Burrow-2953436.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Winter Burrow,EU
1450,Princess Maker 2 Regeneration,1496,美少女梦工厂2,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Princess-Maker-2-Regeneration-2594060.html,,,"chinese, english, japanese, korean",Princess Maker 2 Regeneration,EU
1451,Garden Life: A Cozy Simulator,1496,花园生涯,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Garden-Life-A-Cozy-Simulator-2520567.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Garden Life: A Cozy Simulator,EU
1452,Phantom Brave: The Hermuda Triangle Remastered,1496,通灵战士,Nintendo Switch,7000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_PrinnyPresentsNISClassicsVolume1PhantomBrave_PEGI_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Prinny-Presents-NIS-Classics-Volume-1-Phantom-Brave-The-Hermuda-Triangle-Remastered-Soul-Nomad-the-World-Eaters-2028980.html,,,english,Prinny Presents NIS Classics Volume 1: Phantom Brave: The Hermuda Triangle Remastered / Soul Nomad & the World Eaters,EU
1453,If Not Mad with Love,1496,若不疯魔何言爱过,Nintendo Switch,5000,لا — يابانية/صينية,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_MadBullets_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Mad-Bullets-1593611.html,,,"english, french, german, italian, spanish",Mad Bullets,EU
1454,Honehone Zaurus X,1496,ほねほねザウルスX,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_MoorhuhnXCrazyChickenX_EN_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Moorhuhn-X-Crazy-Chicken-X-2259316.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Moorhuhn X - Crazy Chicken X,EU
1455,Gordian Quest,1496,高殿战记,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Gordian-Quest-2459416.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian",Gordian Quest,EU
1456,Crypt Custodian,1496,冥界清洁工,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/CRYPT-CUSTODIAN-2619408.html,,,"chinese, english, french, german, portuguese, russian, spanish",CRYPT CUSTODIAN,EU
