#,English Name,Cost IQD,Chinese Name,Platform,Offline Price IQD,English Support,Cover URL,Store Link,NSUID,Publisher,Languages,Matched Title,Source
245,Richman 11,1496,大富翁11,Nintendo Switch,7000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_RichMan11_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/RichMan-11-2285819.html,,,"chinese, english, japanese",RichMan 11,EU
246,Jurassic World Evolution: Complete Edition,1496,侏罗纪世界 进化,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_JurassicWorldEvolutionCompleteEdition_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Jurassic-World-Evolution-Complete-Edition-1835412.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Jurassic World Evolution: Complete Edition,EU
247,Xuan-Yuan Sword 7,1496,轩辕剑7,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Xuan-Yuan-Sword-7-2555857.html,,,"chinese, english, french, german, japanese, russian, spanish",Xuan Yuan Sword 7,EU
248,Pokémon Brilliant Diamond,1496,宝可梦 晶灿钻石,Nintendo Switch,8000,نعم,,https://store.nintendo.com.hk/70010000039953,70010000039953,Nintendo,中文,宝可梦 晶灿钻石,HK
249,Lou's Lagoon,3220.8,林波悠游,Nintendo Switch 2,9000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Lou-s-Lagoon-3141712.html,,,"chinese, english, french, german, italian, japanese, polish, russian, spanish",Lou's Lagoon,EU
250,PAW Patrol: Grand Prix,2358.4,汪汪队立大功 冠军赛,Nintendo Switch 2,12000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_PawPatrolGrandPrix_enGB_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/PAW-Patrol-Grand-Prix-2259914.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, portuguese, spanish",PAW Patrol: Grand Prix,EU
251,Crysis Remastered Trilogy,2358.4,孤岛危机 重制三部曲,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_CrysisTrilogy_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Crysis-Remastered-Trilogy-2063941.html,,,"chinese, english, french, german, italian, japanese, russian, spanish",Crysis Remastered Trilogy,EU
252,Tokyo Xanadu eX+,1496,东京幻都eX+,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Tokyo-Xanadu-eX-2588413.html,,,english,Tokyo Xanadu eX+,EU
253,Disco Elysium: The Final Cut,1496,极乐迪斯科,Nintendo Switch,7000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_DiscoElysiumTheFinalCut_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Disco-Elysium-The-Final-Cut-2045652.html,,,"chinese, english, french, german, korean, portuguese, russian, spanish",Disco Elysium - The Final Cut,EU
254,Neon Inferno,1496,霓虹地狱,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Neon-Inferno-2959047.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Neon Inferno,EU
255,The Sinking City,1496,沉默之城,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_TheSinkingCity_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/The-Sinking-City-1624991.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",The Sinking City,EU
256,ASTLIBRA Revision,1496,神之天平,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/ASTLIBRA-Revision-2454821.html,,,"chinese, english, japanese, korean",ASTLIBRA Revision,EU
257,IKARUGA,1496,斑鸠,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/migration/games_7/packshot/gamecube_6/other_6/gc_default_en_rdax_90x127_image500w.png,https://www.nintendo.com/en-gb/Games/Nintendo-GameCube/Ikaruga-268170.html,,,,Ikaruga,EU
258,Smalland: Survive the Wilds,1496,小岛 荒野生存,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-2-games/Smalland-Survive-the-Wilds-3093356.html,,,"chinese, english, french, german, japanese, korean, portuguese, russian, spanish",Smalland: Survive the Wilds,EU
259,Critter Café,1496,小动物咖啡,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Critter-Cafe-2699800.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Critter Café,EU
260,Mixtape,1496,混音带,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-2-games/Mixtape-3074957.html,,,"chinese, english, french, german, italian, japanese, korean, polish, portuguese, russian, spanish",Mixtape,EU
261,Little Friends: Puppy Island,1496,小小伙伴 狗狗岛,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Little-Friends-Puppy-Island-2390470.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, spanish",Little Friends: Puppy Island,EU
262,Sniper Elite 4,1496,狙击精英4,Nintendo Switch,7000,نعم,,https://store.nintendo.com.hk/70010000033621,70010000033621,RebellionInteract,中文,Sniper Elite 4,HK
263,Yuppie Psycho: Executive Edition,1496,雅皮士精神病院,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_YuppiePsychoExecutiveEdition_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Yuppie-Psycho-Executive-Edition-1853832.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Yuppie Psycho: Executive Edition,EU
264,Moonlight Peaks,3220.8,月光岭物语,Nintendo Switch 2,9000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Moonlight-Peaks-3115565.html,,,"chinese, english, german, japanese, korean",Moonlight Peaks,EU
265,Pokémon Scarlet / Violet,1496,宝可梦朱紫,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_PokemonScarletViolet_Violet_enGB_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Pokemon-Violet-2180576.html,,,"chinese, english, french, german, italian, japanese, korean, spanish",Pokémon Violet,EU
266,Subnautica,1496,深海迷航,Nintendo Switch,7000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_Subnautica_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Subnautica-1822516.html,,,"chinese, english, french, german, italian, japanese, korean, polish, portuguese, russian, spanish",Subnautica,EU
267,Mortal Kombat: Legacy Kollection,1496,真人快打 遗产合集,Nintendo Switch 2,12000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-2-games/Mortal-Kombat-Legacy-Kollection-2925743.html,,,"english, french, german, italian, portuguese, spanish",Mortal Kombat: Legacy Kollection,EU
268,Teenage Mutant Ninja Turtles: Splintered Fate,1496,忍者神龟 分裂命运,Nintendo Switch,8000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Teenage-Mutant-Ninja-Turtles-Splintered-Fate-2557953.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Teenage Mutant Ninja Turtles: Splintered Fate,EU
269,Chicken Run: Eggstraction,1496,小鸡快跑 蛋动行动,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Chicken-Run-Eggstraction-2918518.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, spanish",Chicken Run: Eggstraction,EU
270,Door Kickers: Action Squad,1496,破门而入 行动小队,Nintendo Switch 2,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_DoorKickersActionSquad_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Door-Kickers-Action-Squad-1664852.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Door Kickers: Action Squad,EU
271,METAL GEAR SOLID: MASTER COLLECTION Vol.2,6886,合金装备 大师合集 Vol.2,Nintendo Switch 2,16000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/METAL-GEAR-SOLID-MASTER-COLLECTION-Vol-2-3027903.html,,,"english, french, german, italian, japanese, spanish",METAL GEAR SOLID: MASTER COLLECTION Vol.2,EU
272,Biped 2,1711.6,知只大冒险2 双足机器人2,Nintendo Switch 2,6000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Biped-2-2950357.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Biped 2,EU
273,DRAGON BALL XENOVERSE 2,1496,龙珠超宇宙2,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_DragonBallXenoverse2_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/DRAGON-BALL-XENOVERSE-2-for-Nintendo-Switch-1273493.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",DRAGON BALL XENOVERSE 2 for Nintendo Switch,EU
274,Total Chaos,1496,完全混乱,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-2-games/Total-Chaos-3077674.html,,,"chinese, english, french, german, italian, japanese, korean, polish, portuguese, russian, spanish",Total Chaos,EU
275,Railway Nippon! Memorial,1927.2,铁路日本 纪念,Nintendo Switch,7000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_NipponMarathon_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Nippon-Marathon-1487307.html,,,"chinese, english, japanese, korean",Nippon Marathon,EU
276,THE GAME OF LIFE for Nintendo Switch,1496,人生游戏,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Game-Boy-Nintendo-Classics-2339836.html,,,"dutch, english, french, german, italian, korean, portuguese, russian, spanish",Game Boy – Nintendo Classics,EU
277,Mario & Luigi: Brothership,1496,马力欧与路易吉RPG 兄弟齐航,Nintendo Switch,8000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Mario-Luigi-Brothership-2590264.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, portuguese, spanish",Mario & Luigi: Brothership,EU
278,Stick Fight: The Game,1496,火柴人格斗,Nintendo Switch,7000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_StickFightTheGame_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Stick-Fight-The-Game-1941380.html,,,english,Stick Fight: The Game,EU
279,PICO PARK 2,1496,萌猫公园2,Nintendo Switch,7000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/PICO-PARK-2-2639640.html,,,"chinese, english, french, german, italian, japanese, korean, spanish",PICO PARK 2,EU
280,Spiritfarer: Farewell Edition,1496,灵魂旅人,Nintendo Switch,7000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_Spiritfarer_PEGI_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Spiritfarer-Farewell-Edition-1822685.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Spiritfarer: Farewell Edition,EU
281,All Hands on Deck,1496,左左和右右,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/All-Hands-on-Deck-2954542.html,,,"chinese, dutch, english, french, german, japanese, korean, portuguese, russian, spanish",All Hands on Deck,EU
282,Ori and the Will of the Wisps,1711.6,奥日2 精灵与萤火意志,Nintendo Switch,7000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_OriAndTheWillOfTheWisps_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Ori-and-the-Will-of-the-Wisps-1842518.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Ori and the Will of the Wisps,EU
283,Aerofly FS,1496,模拟航空飞行,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Aerofly-FS-Flight-Simulator-2699403.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, spanish",Aerofly FS Flight Simulator,EU
284,Mandragora: Whispers of the Witch Tree,1496,秘影曼德拉草,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Mandragora-Whispers-of-the-Witch-Tree-2905845.html,,,"english, french, german, italian, portuguese, russian, spanish",Mandragora: Whispers of the Witch Tree,EU
285,Road 96,1496,九十六号公路,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_Road96_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Road-96-1950879.html,,,"chinese, english, french, german, italian, japanese, portuguese, russian, spanish",Road 96,EU
286,DIABOLIK LOVERS CHAOS LINEAGE,4730,魔鬼恋人 混乱族谱,Nintendo Switch 2,12000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_OfficeLovers_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Office-Lovers-1837956.html,,,"chinese, english, japanese",Office Lovers,EU
287,Survival Kids,1496,孤岛冒险,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-2-games/Survival-Kids-2807680.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, spanish",Survival Kids,EU
288,FAST Fusion,1496,极速融合,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-2-games/Fast-Fusion-2807412.html,,,"english, french, german, japanese",Fast Fusion,EU
289,The Friends of Ringo Ishikawa,1496,石河伦吾的朋友们,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_TheFriendsOfRingoIshikawa_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/The-friends-of-Ringo-Ishikawa-1537111.html,,,"chinese, english, french, japanese, korean, russian, spanish",The friends of Ringo Ishikawa,EU
290,PowerWash Simulator 2,1496,高压清洗模拟器2,Nintendo Switch 2,7000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-2-games/PowerWash-Simulator-2-2937931.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",PowerWash Simulator 2,EU
291,Absolute Fear -AOONI-,1496,最恐 青鬼,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_AbsoluteDrift_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Absolute-Drift-1878618.html,,,"english, french, german, italian, portuguese, russian, spanish",Absolute Drift,EU
292,The Prince of Tennis: Sweet School Festival ♡-40 and more... – Nintendo Switch 2 Edition,13354,网球王子 学园祭的王子们,Nintendo Switch 2,20000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/The-Prince-of-Tennis-Sweet-School-Festival-40-and-more--3078771.html,,,japanese,The Prince of Tennis Sweet School Festival ~♡-40 and more...~,EU
293,Utakata no Uchronia,5808,璃梦泡影之世外浮城,Nintendo Switch,12000,لا — يابانية/صينية,,,,,,,
294,Piofiore: Episodio1926,2574,虔诚之花的晚钟 -Episodio1926-,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_PiofioreEpisodio1926_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Piofiore-Episodio-1926-2256954.html,,,english,Piofiore: Episodio 1926,EU
295,Blasphemous II,1711.6,渎神2,Nintendo Switch,7000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_Blasphemous_PEGI_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Blasphemous-1629870.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Blasphemous,EU
296,Lumo 2,1496,卢莫2,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Lumo-2-2897116.html,,,"chinese, english, french, german, japanese, korean, portuguese, spanish",Lumo 2,EU
297,Sonic Superstars,1711.6,索尼克超级巨星,Nintendo Switch,9000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Sonic-Superstars-2401782.html,,,"english, french, german, italian, japanese, portuguese, russian, spanish",Sonic Superstars,EU
298,Grim Trials,3220.8,少女死神,Nintendo Switch 2,9000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Grim-Trials-3147403.html,,,"chinese, english, french, german, italian, japanese, portuguese, spanish",Grim Trials,EU
299,LEGO Harry Potter Collection,1496,乐高 哈利波特合集,Nintendo Switch,8000,نعم,,https://store.nintendo.com.hk/70010000013535,70010000013535,WB Games,,LEGO® Harry Potter™ Collection,HK
300,Leafy Corner,1927.2,绿植小筑,Nintendo Switch 2,7000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Leafy-Corner-3126188.html,,,"chinese, english, french, german, japanese, polish, portuguese, spanish",Leafy Corner,EU
301,DIABOLIK LOVERS,3220.8,魔鬼恋人 [2:00],Nintendo Switch,9000,لا — يابانية/صينية,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_OfficeLovers_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Office-Lovers-1837956.html,,,"chinese, english, japanese",Office Lovers,EU
302,Slay the Spire,1496,尖塔奇兵,Nintendo Switch,7000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_SlayTheSpire_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Slay-the-Spire-1423987.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Slay the Spire,EU
303,Mega Man Battle Network Legacy Collection,1496,洛克人EXE 合集,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_MegaManBattleNetworkLegacyCollection_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Mega-Man-Battle-Network-Legacy-Collection-2232720.html,,,"chinese, english, japanese",Mega Man Battle Network Legacy Collection,EU
304,Airport Hero,1927.2,我是航空管制官,Nintendo Switch 2,7000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_FirefightersAirportHeroes_PEGI_image500w.png,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Firefighters-Airport-Heroes-1797816.html,,,"english, french, german, spanish",Firefighters - Airport Heroes,EU
305,Ys VIII: Lacrimosa of DANA,1496,伊苏8 达娜的安魂曲,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_YsVlllLacrimosaOfDana_PEGI_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Ys-VIII-Lacrimosa-of-DANA-1325712.html,,,"english, french",Ys VIII: Lacrimosa of DANA,EU
306,Streets of Rage 4,1496,怒之铁拳4,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_StreetsOfRage4_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Streets-of-Rage-4-1695263.html,,,"english, french, german, italian, portuguese, russian, spanish",Streets of Rage 4,EU
307,Coffee Talk Tokyo,1496,咖啡心语 东京,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Coffee-Talk-Tokyo-3100358.html,,,"chinese, english, french, german, japanese, korean, portuguese, russian, spanish",Coffee Talk Tokyo,EU
308,Company of Heroes Collection,1496,英雄连合集,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Company-of-Heroes-Collection-2452013.html,,,"chinese, english, french, german, italian, japanese, korean, russian, spanish",Company of Heroes Collection,EU
309,Super Bomberman R,1496,炸弹人R,Nintendo Switch,8000,نعم,,https://store.nintendo.com.hk/70010000012526,70010000012526,KONAMI,中文,Super Bomberman R (English/Chinese/Korean/Japanese Ver.) ,HK
310,Ghostrunner,1496,幽灵行者,Nintendo Switch,5000,نعم,,https://store.nintendo.com.hk/70010000035464,70010000035464,H2 INTERACTIVE,中文,Ghostrunner,HK
311,KAMLA,1496,卡姆拉,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Kamla-2934313.html,,,"chinese, english, french, german, japanese, portuguese, russian, spanish",Kamla,EU
312,Obakeidoro 2,1496,妖怪捉迷藏2,Nintendo Switch 2,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_Obakeidoro_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/OBAKEIDORO--1629896.html,,,"chinese, english, french, japanese",OBAKEIDORO!,EU
313,WarioWare: Get It Together!,1496,分享同乐！瓦利欧制造,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_WarioWareGetItTogether_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/WarioWare-Get-It-Together--1987424.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, russian, spanish",WarioWare: Get It Together!,EU
314,The Hungry Lamb: Traveling in the Late Ming Dynasty,1711.6,饿殍 明末千里行,Nintendo Switch,6000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_SlingMing_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Sling-Ming-1359483.html,,,"english, french, german, italian, portuguese, spanish",Sling Ming,EU
315,Tamagotchi Plaza,1711.6,拓麻歌子 中心城,Nintendo Switch 2,6000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Tamagotchi-Plaza-2797653.html,,,"english, french, german, italian, spanish",Tamagotchi Plaza,EU
316,Realm of Ink,1496,墨之境界,Nintendo Switch 2,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_RealmRoyale_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Realm-Royale-1567347.html,,,"english, french, german, japanese, portuguese, russian, spanish",Realm Royale,EU
317,MIO: Memories in Orbit,1496,轨道记忆,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/MIO-Memories-in-Orbit-3002070.html,,,"chinese, english, french, german, italian, japanese, korean, polish, portuguese, russian, spanish",MIO: Memories in Orbit,EU
318,Boxes: Lost Fragments,1496,盒子 失落的碎片,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Boxes-Lost-Fragments-2925719.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Boxes: Lost Fragments,EU
319,Demeo x Dungeons & Dragons: Battlemarked,2574,德米欧 龙与地下城 战斗印记,Nintendo Switch 2,8000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-2-games/Demeo-x-Dungeons-Dragons-Battlemarked-3113875.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, spanish",Demeo x Dungeons & Dragons: Battlemarked,EU
320,Dispatch – Nintendo Switch 2 Edition,1496,派遣,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Dispatch-2991429.html,,,"chinese, english, french, german, italian, japanese, korean, polish, portuguese, russian, spanish",Dispatch,EU
321,Tsukihime -A piece of blue glass moon-,1496,月姬 月之欠片,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/TSUKIHIME-A-piece-of-blue-glass-moon-2596061.html,,,"chinese, english, japanese",TSUKIHIME -A piece of blue glass moon-,EU
322,GRID Autosport,1496,超级房车赛,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_GridAutosport_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/GRID-Autosport-1633061.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",GRID™ Autosport,EU
323,Fate/stay night REMASTERED,1496,命运之夜 重制版,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Fate-stay-night-REMASTERED-2631820.html,,,"chinese, english, japanese",Fate/stay night REMASTERED,EU
324,Nari Kids Park: Ultraman R/B,6886,儿童乐园 奥特曼 R/B,Nintendo Switch,16000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/D-U-M-B-E-R-Ducks-3110679.html,,,english,D.U.M.B.E.R. Ducks,EU
325,Suikoden I & II HD Remaster,1496,幻想水浒传1&2 HD重制版 [Switch],Nintendo Switch,8000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Suikoden-I-II-HD-Remaster-Gate-Rune-and-Dunan-Unification-Wars-2640266.html,,,"chinese, english, french, german, italian, japanese, spanish",Suikoden I&II HD Remaster Gate Rune and Dunan Unification Wars,EU
326,DYNASTY WARRIORS 8 Empires – Deluxe Edition,1711.6,真三国无双8 帝国,Nintendo Switch,9000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_DynastyWarriors9Empires_PEGI_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Dynasty-Warriors-9-Empires-2102848.html,,,"english, french, german, italian, spanish",Dynasty Warriors 9 Empires,EU
327,LEGO Horizon Adventures,1496,乐高 地平线,Nintendo Switch,8000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/LEGO-Horizon-Adventures--2670620.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, portuguese, russian, spanish",LEGO® Horizon Adventures™,EU
